idx,samples1,samples2
6105,-578,5319
6106,-578,5351
6107,-546,5319
6108,-578,5319
6109,-578,5351
6110,-546,5319
6111,-578,5319
6112,-578,5319
6113,-578,5319
6114,-578,5288
6115,-546,5319
6116,-578,5288
6117,-578,5319
6118,-578,5319
6119,-578,5319
6120,-578,5319
6121,-578,5288
6122,-578,5319
6123,-578,5288
6124,-578,5319
6125,-578,5351
6126,-546,5319
6127,-578,5319
6128,-578,5319
6129,-578,5319
6130,-578,5351
6131,-546,5351
6132,-578,5319
6133,-578,5319
6134,-578,5319
6135,-578,5319
6136,-578,5319
6137,-546,5351
6138,-578,5351
6139,-546,5319
6140,-578,5288
6141,-578,5319
6142,-578,5288
6143,-578,5288
6144,-546,5288
6145,-578,5319
6146,-578,5319
6147,-578,5319
6148,-546,5288
6149,-578,5319
6150,-546,5288
6151,-578,5319
6152,-546,5319
6153,-578,5319
6154,-578,5319
6155,-578,5319
6156,-578,5319
6157,-578,5319
6158,-578,5351
6159,-578,5351
6160,-546,5319
6161,-578,5351
6162,-578,5351
6163,-578,5319
6164,-578,5319
6165,-546,5319
6166,-578,5319
6167,-546,5351
6168,-546,5319
6169,-578,5319
6170,-546,5288
6171,-546,5319
6172,-578,5351
6173,-546,5288
6174,-578,5319
6175,-578,5288
6176,-578,5288
6177,-578,5319
6178,-546,5319
6179,-546,5319
6180,-578,5319
6181,-546,5319
6182,-578,5319
6183,-578,5319
6184,-578,5319
6185,-578,5351
6186,-546,5319
6187,-578,5351
6188,-578,5351
6189,-578,5319
6190,-578,5351
6191,-578,5319
6192,-578,5351
6193,-578,5319
6194,-578,5319
6195,-578,5351
6196,-578,5319
6197,-546,5319
6198,-546,5319
6199,-578,5319
6200,-578,5288
6201,-546,5319
6202,-578,5319
6203,-546,5319
6204,-578,5319
6205,-578,5319
6206,-546,5319
6207,-578,5319
6208,-546,5288
6209,-578,5288
6210,-578,5319
6211,-578,5319
6212,-578,5319
6213,-546,5288
6214,-578,5288
6215,-578,5351
6216,-546,5319
6217,-578,5351
6218,-578,5319
6219,-578,5319
6220,-578,5351
6221,-578,5351
6222,-578,5351
6223,-546,5351
6224,-578,5319
6225,-578,5288
6226,-578,5351
6227,-578,5351
6228,-578,5351
6229,-578,5319
6230,-578,5351
6231,-578,5319
6232,-578,5319
6233,-578,5288
6234,-578,5288
6235,-578,5319
6236,-578,5319
6237,-546,5319
6238,-546,5319
6239,-578,5319
6240,-578,5319
6241,-578,5288
6242,-578,5319
6243,-546,5319
6244,-578,5319
6245,-578,5351
6246,-578,5351
6247,-578,5319
6248,-578,5351
6249,-578,5351
6250,-578,5351
6251,-578,5319
6252,-578,5351
6253,-578,5351
6254,-578,5351
6255,-578,5319
6256,-578,5319
6257,-578,5351
6258,-578,5319
6259,-578,5351
6260,-546,5319
6261,-546,5319
6262,-578,5319
6263,-546,5319
6264,-578,5319
6265,-578,5319
6266,-578,5319
6267,-578,5319
6268,-578,5319
6269,-578,5319
6270,-546,5319
6271,-578,5319
6272,-578,5319
6273,-578,5288
6274,-578,5351
6275,-546,5319
6276,-578,5319
6277,-578,5351
6278,-546,5288
6279,-578,5319
6280,-578,5351
6281,-578,5319
6282,-578,5351
6283,-578,5319
6284,-578,5319
6285,-578,5319
6286,-578,5351
6287,-546,5319
6288,-578,5288
6289,-578,5351
6290,-546,5288
6291,-578,5319
6292,-546,5319
6293,-578,5319
6294,-578,5288
6295,-546,5319
6296,-578,5319
6297,-578,5288
6298,-578,5319
6299,-578,5351
6300,-546,5319
6301,-578,5319
6302,-546,5319
6303,-578,5319
6304,-578,5319
6305,-546,5351
6306,-578,5319
6307,-578,5351
6308,-578,5319
6309,-578,5351
6310,-546,5351
6311,-578,5351
6312,-546,5319
6313,-578,5319
6314,-578,5351
6315,-546,5319
6316,-578,5319
6317,-578,5351
6318,-578,5351
6319,-578,5351
6320,-546,5288
6321,-578,5288
6322,-578,5319
6323,-578,5319
6324,-546,5288
6325,-546,5319
6326,-578,5319
6327,-546,5288
6328,-578,5319
6329,-578,5319
6330,-546,5319
6331,-578,5319
6332,-578,5288
6333,-578,5288
6334,-578,5319
6335,-578,5319
6336,-578,5351
6337,-578,5319
6338,-546,5351
6339,-578,5351
6340,-546,5319
6341,-578,5319
6342,-578,5319
6343,-578,5319
6344,-578,5351
6345,-578,5319
6346,-578,5351
6347,-546,5319
6348,-578,5319
6349,-578,5351
6350,-578,5319
6351,-578,5319
6352,-578,5288
6353,-578,5319
6354,-578,5351
6355,-578,5319
6356,-578,5319
6357,-578,5319
6358,-578,5319
6359,-578,5319
6360,-578,5288
6361,-578,5319
6362,-578,5288
6363,-578,5288
6364,-578,5319
6365,-546,5319
6366,-578,5351
6367,-546,5319
6368,-578,5319
6369,-578,5351
6370,-578,5319
6371,-578,5351
6372,-546,5319
6373,-578,5319
6374,-578,5351
6375,-546,5319
6376,-578,5351
6377,-546,5351
6378,-578,5319
6379,-578,5351
6380,-578,5319
6381,-578,5319
6382,-578,5319
6383,-578,5319
6384,-578,5319
6385,-546,5319
6386,-578,5319
6387,-546,5319
6388,-578,5319
6389,-578,5319
6390,-546,5319
6391,-578,5288
6392,-546,5319
6393,-578,5319
6394,-578,5319
6395,-546,5351
6396,-578,5319
6397,-578,5319
6398,-578,5351
6399,-578,5351
6400,-578,5351
6401,-578,5351
6402,-546,5319
6403,-578,5351
6404,-578,5351
6405,-546,5351
6406,-578,5351
6407,-546,5319
6408,-578,5319
6409,-578,5351
6410,-578,5319
6411,-578,5319
6412,-578,5288
6413,-578,5319
6414,-578,5319
6415,-578,5319
6416,-578,5351
6417,-578,5319
6418,-546,5288
6419,-578,5288
6420,-578,5319
6421,-578,5351
6422,-578,5319
6423,-578,5319
6424,-578,5319
6425,-578,5319
6426,-578,5351
6427,-578,5288
6428,-578,5319
6429,-578,5319
6430,-546,5351
6431,-578,5351
6432,-578,5351
6433,-578,5319
6434,-578,5319
6435,-578,5319
6436,-578,5351
6437,-578,5319
6438,-578,5319
6439,-578,5319
6440,-546,5288
6441,-578,5319
6442,-578,5319
6443,-578,5319
6444,-546,5319
6445,-578,5288
6446,-578,5319
6447,-578,5288
6448,-578,5319
6449,-546,5319
6450,-578,5319
6451,-578,5288
6452,-578,5319
6453,-578,5351
6454,-578,5319
6455,-578,5319
6456,-546,5319
6457,-578,5319
6458,-578,5319
6459,-546,5319
6460,-578,5319
6461,-578,5319
6462,-578,5319
6463,-578,5319
6464,-546,5319
6465,-578,5319
6466,-578,5319
6467,-578,5319
6468,-578,5351
6469,-578,5351
6470,-578,5319
6471,-578,5319
6472,-578,5288
6473,-578,5319
6474,-578,5319
6475,-578,5319
6476,-546,5319
6477,-578,5319
6478,-546,5288
6479,-578,5288
6480,-578,5319
6481,-578,5319
6482,-578,5319
6483,-546,5319
6484,-578,5319
6485,-578,5319
6486,-578,5319
6487,-578,5351
6488,-578,5319
6489,-578,5351
6490,-578,5351
6491,-578,5319
6492,-578,5351
6493,-578,5319
6494,-578,5319
6495,-578,5319
6496,-578,5351
6497,-578,5382
6498,-546,5351
6499,-578,5351
6500,-546,5288
6501,-578,5319
6502,-578,5319
6503,-578,5319
6504,-578,5288
6505,-546,5288
6506,-546,5288
6507,-578,5288
6508,-578,5319
6509,-578,5351
6510,-578,5319
6511,-578,5319
6512,-546,5319
6513,-578,5319
6514,-578,5319
6515,-578,5319
6516,-578,5351
6517,-578,5319
6518,-578,5351
6519,-578,5319
6520,-578,5351
6521,-578,5319
6522,-546,5319
6523,-578,5319
6524,-546,5319
6525,-578,5319
6526,-578,5319
6527,-546,5319
6528,-578,5319
6529,-546,5319
6530,-578,5319
6531,-578,5288
6532,-578,5319
6533,-578,5319
6534,-546,5319
6535,-578,5319
6536,-578,5319
6537,-578,5319
6538,-578,5319
6539,-546,5288
6540,-578,5288
6541,-546,5288
6542,-578,5288
6543,-578,5319
6544,-578,5288
6545,-578,5351
6546,-578,5319
6547,-578,5319
6548,-578,5351
6549,-578,5351
6550,-578,5351
6551,-578,5288
6552,-578,5319
6553,-578,5319
6554,-578,5319
6555,-578,5319
6556,-578,5319
6557,-578,5319
6558,-578,5351
6559,-578,5319
6560,-578,5319
6561,-578,5319
6562,-578,5319
6563,-546,5319
6564,-578,5288
6565,-578,5319
6566,-578,5319
6567,-578,5319
6568,-578,5319
6569,-578,5319
6570,-546,5319
6571,-578,5288
6572,-578,5319
6573,-578,5288
6574,-578,5319
6575,-578,5288
6576,-578,5319
6577,-578,5351
6578,-578,5351
6579,-578,5351
6580,-578,5319
6581,-578,5351
6582,-578,5319
6583,-578,5319
6584,-578,5351
6585,-578,5351
6586,-578,5351
6587,-578,5319
6588,-578,5351
6589,-578,5351
6590,-578,5319
6591,-578,5319
6592,-578,5319
6593,-578,5319
6594,-578,5319
6595,-578,5319
6596,-578,5319
6597,-578,5319
6598,-578,5319
6599,-578,5319
6600,-578,5288
6601,-546,5319
6602,-578,5288
6603,-578,5319
6604,-546,5319
6605,-578,5351
6606,-546,5319
6607,-578,5319
6608,-546,5351
6609,-578,5319
6610,-578,5351
6611,-578,5319
6612,-578,5351
6613,-546,5319
6614,-578,5351
6615,-578,5319
6616,-578,5351
6617,-578,5351
6618,-578,5319
6619,-546,5351
6620,-578,5319
6621,-578,5319
6622,-578,5319
6623,-546,5319
6624,-578,5351
6625,-546,5319
6626,-578,5288
6627,-578,5319
6628,-578,5288
6629,-578,5319
6630,-578,5319
6631,-578,5319
6632,-578,5288
6633,-578,5288
6634,-546,5319
6635,-578,5319
6636,-578,5351
6637,-578,5319
6638,-578,5319
6639,-546,5319
6640,-578,5288
6641,-578,5351
6642,-578,5351
6643,-578,5351
6644,-578,5351
6645,-546,5351
6646,-578,5319
6647,-578,5319
6648,-578,5351
6649,-578,5319
6650,-578,5319
6651,-546,5319
6652,-546,5319
6653,-546,5319
6654,-578,5288
6655,-578,5319
6656,-578,5319
6657,-578,5319
6658,-578,5319
6659,-578,5319
6660,-578,5319
6661,-578,5288
6662,-578,5319
6663,-578,5288
6664,-578,5319
6665,-546,5351
6666,-578,5319
6667,-578,5319
6668,-578,5319
6669,-578,5351
6670,-578,5319
6671,-578,5319
6672,-578,5319
6673,-578,5351
6674,-578,5351
6675,-578,5351
6676,-578,5351
6677,-578,5351
6678,-578,5351
6679,-578,5319
6680,-546,5319
6681,-578,5288
6682,-578,5319
6683,-578,5319
6684,-578,5319
6685,-578,5351
6686,-546,5319
6687,-578,5319
6688,-578,5288
6689,-578,5319
6690,-578,5288
6691,-578,5319
6692,-578,5319
6693,-578,5319
6694,-578,5288
6695,-546,5319
6696,-578,5319
6697,-578,5319
6698,-578,5319
6699,-578,5319
6700,-578,5351
6701,-578,5319
6702,-578,5351
6703,-578,5351
6704,-578,5351
6705,-578,5319
6706,-578,5351
6707,-578,5351
6708,-578,5319
6709,-578,5319
6710,-578,5319
6711,-578,5319
6712,-578,5319
6713,-578,5319
6714,-546,5319
6715,-578,5319
6716,-578,5288
6717,-578,5319
6718,-546,5319
6719,-546,5288
6720,-578,5319
6721,-578,5319
6722,-578,5319
6723,-578,5319
6724,-578,5319
6725,-578,5351
6726,-578,5319
6727,-578,5351
6728,-578,5319
6729,-578,5351
6730,-578,5351
6731,-578,5351
6732,-578,5351
6733,-578,5351
6734,-546,5351
6735,-578,5319
6736,-578,5351
6737,-578,5319
6738,-578,5351
6739,-578,5351
6740,-578,5319
6741,-578,5288
6742,-578,5288
6743,-578,5319
6744,-578,5288
6745,-578,5351
6746,-578,5319
6747,-578,5319
6748,-546,5288
6749,-546,5319
6750,-546,5319
6751,-578,5319
6752,-578,5319
6753,-546,5319
6754,-578,5319
6755,-546,5319
6756,-546,5319
6757,-578,5319
6758,-578,5319
6759,-546,5351
6760,-578,5351
6761,-578,5382
6762,-578,5351
6763,-578,5351
6764,-578,5319
6765,-578,5319
6766,-578,5351
6767,-578,5351
6768,-578,5351
6769,-578,5351
6770,-578,5351
6771,-546,5319
6772,-578,5319
6773,-546,5319
6774,-578,5319
6775,-578,5319
6776,-578,5319
6777,-578,5319
6778,-578,5319
6779,-578,5319
6780,-546,5288
6781,-578,5319
6782,-578,5351
6783,-578,5319
6784,-578,5288
6785,-578,5319
6786,-578,5351
6787,-578,5319
6788,-578,5351
6789,-578,5319
6790,-578,5319
6791,-578,5319
6792,-578,5351
6793,-578,5319
6794,-578,5319
6795,-578,5319
6796,-546,5319
6797,-578,5288
6798,-578,5319
6799,-578,5351
6800,-578,5319
6801,-578,5288
6802,-578,5319
6803,-578,5288
6804,-578,5319
6805,-578,5288
6806,-578,5319
6807,-578,5319
6808,-578,5319
6809,-578,5319
6810,-578,5319
6811,-578,5319
6812,-546,5288
6813,-578,5288
6814,-578,5288
6815,-578,5319
6816,-578,5351
6817,-578,5351
6818,-578,5319
6819,-546,5319
6820,-578,5351
6821,-578,5288
6822,-546,5319
6823,-578,5351
6824,-578,5351
6825,-578,5351
6826,-578,5319
6827,-578,5351
6828,-578,5351
6829,-578,5319
6830,-578,5319
6831,-578,5319
6832,-578,5288
6833,-578,5319
6834,-546,5319
6835,-546,5288
6836,-578,5319
6837,-546,5319
6838,-578,5319
6839,-578,5288
6840,-578,5288
6841,-578,5319
6842,-578,5319
6843,-578,5319
6844,-578,5288
6845,-578,5288
6846,-578,5319
6847,-578,5319
6848,-578,5351
6849,-578,5351
6850,-578,5351
6851,-578,5319
6852,-578,5351
6853,-546,5319
6854,-578,5288
6855,-578,5351
6856,-578,5319
6857,-578,5382
6858,-578,5351
6859,-578,5351
6860,-578,5288
6861,-578,5288
6862,-578,5319
6863,-578,5319
6864,-578,5319
6865,-578,5319
6866,-578,5288
6867,-578,5288
6868,-578,5319
6869,-578,5319
6870,-578,5319
6871,-546,5319
6872,-578,5288
6873,-578,5351
6874,-578,5319
6875,-578,5319
6876,-578,5351
6877,-578,5351
6878,-546,5351
6879,-578,5351
6880,-578,5351
6881,-578,5351
6882,-578,5319
6883,-578,5351
6884,-578,5351
6885,-578,5351
6886,-578,5351
6887,-578,5319
6888,-578,5319
6889,-578,5319
6890,-578,5319
6891,-578,5288
6892,-578,5319
6893,-546,5319
6894,-578,5319
6895,-578,5319
6896,-546,5319
6897,-578,5319
6898,-578,5288
6899,-578,5288
6900,-578,5288
6901,-578,5256
6902,-578,5288
6903,-546,5288
6904,-578,5288
6905,-578,5256
6906,-578,5288
6907,-546,5319
6908,-546,5319
6909,-578,5319
6910,-578,5319
6911,-578,5319
6912,-546,5351
6913,-578,5351
6914,-546,5288
6915,-578,5351
6916,-578,5319
6917,-578,5351
6918,-578,5319
6919,-578,5319
6920,-578,5319
6921,-546,5319
6922,-578,5319
6923,-546,5319
6924,-578,5319
6925,-546,5288
6926,-578,5288
6927,-578,5288
6928,-578,5288
6929,-578,5319
6930,-578,5319
6931,-578,5319
6932,-578,5319
6933,-578,5319
6934,-546,5319
6935,-578,5319
6936,-578,5319
6937,-578,5319
6938,-578,5319
6939,-578,5319
6940,-578,5351
6941,-546,5351
6942,-578,5319
6943,-546,5351
6944,-578,5319
6945,-546,5319
6946,-578,5319
6947,-578,5351
6948,-578,5319
6949,-578,5319
6950,-578,5288
6951,-578,5319
6952,-578,5319
6953,-578,5288
6954,-578,5288
6955,-578,5319
6956,-578,5288
6957,-578,5288
6958,-578,5319
6959,-578,5319
6960,-578,5288
6961,-578,5288
6962,-578,5288
6963,-578,5319
6964,-578,5319
6965,-546,5351
6966,-578,5351
6967,-578,5319
6968,-546,5319
6969,-578,5319
6970,-578,5319
6971,-578,5351
6972,-578,5319
6973,-578,5351
6974,-578,5351
6975,-578,5351
6976,-578,5351
6977,-546,5351
6978,-578,5319
6979,-578,5319
6980,-578,5288
6981,-578,5319
6982,-578,5319
6983,-578,5319
6984,-578,5319
6985,-546,5319
6986,-546,5319
6987,-546,5288
6988,-578,5319
6989,-546,5319
6990,-578,5319
6991,-578,5319
6992,-578,5288
6993,-578,5319
6994,-546,5288
6995,-578,5351
6996,-546,5288
6997,-578,5351
6998,-578,5319
6999,-578,5319
7000,-578,5351
7001,-578,5319
7002,-578,5351
7003,-546,5351
7004,-578,5351
7005,-578,5319
7006,-578,5351
7007,-578,5319
7008,-578,5319
7009,-546,5319
7010,-578,5319
7011,-578,5288
7012,-578,5319
7013,-578,5319
7014,-578,5319
7015,-578,5319
7016,-546,5319
7017,-578,5351
7018,-578,5319
7019,-578,5319
7020,-578,5288
7021,-578,5288
7022,-546,5351
7023,-578,5288
7024,-578,5351
7025,-578,5351
7026,-578,5351
7027,-578,5351
7028,-578,5319
7029,-546,5351
7030,-578,5351
7031,-546,5351
7032,-578,5319
7033,-578,5351
7034,-578,5351
7035,-578,5351
7036,-578,5319
7037,-578,5351
7038,-546,5351
7039,-578,5351
7040,-546,5319
7041,-578,5319
7042,-578,5319
7043,-578,5288
7044,-578,5319
7045,-546,5288
7046,-578,5288
7047,-578,5319
7048,-578,5319
7049,-546,5319
7050,-578,5319
7051,-578,5288
7052,-578,5319
7053,-578,5319
7054,-578,5319
7055,-578,5351
7056,-578,5319
7057,-578,5351
7058,-578,5351
7059,-578,5351
7060,-578,5319
7061,-578,5319
7062,-546,5319
7063,-578,5351
7064,-578,5319
7065,-578,5288
7066,-578,5351
7067,-546,5319
7068,-578,5351
7069,-578,5319
7070,-578,5319
7071,-578,5319
7072,-578,5319
7073,-578,5319
7074,-578,5351
7075,-578,5288
7076,-578,5319
7077,-578,5288
7078,-578,5319
7079,-578,5319
7080,-578,5319
7081,-578,5351
7082,-578,5319
7083,-578,5319
7084,-578,5319
7085,-578,5319
7086,-578,5319
7087,-578,5319
7088,-546,5319
7089,-578,5319
7090,-578,5351
7091,-578,5319
7092,-578,5351
7093,-546,5319
7094,-578,5351
7095,-578,5351
7096,-578,5351
7097,-578,5319
7098,-578,5351
7099,-578,5319
7100,-578,5319
7101,-578,5319
7102,-546,5319
7103,-578,5319
7104,-546,5319
7105,-578,5319
7106,-578,5319
7107,-578,5319
7108,-546,5319
7109,-578,5319
7110,-578,5319
7111,-578,5319
7112,-546,5351
7113,-546,5319
7114,-578,5319
7115,-546,5319
7116,-578,5319
7117,-578,5319
7118,-578,5351
7119,-546,5319
7120,-578,5319
7121,-578,5351
7122,-578,5319
7123,-578,5319
7124,-578,5351
7125,-578,5351
7126,-578,5319
7127,-578,5351
7128,-546,5351
7129,-578,5319
7130,-578,5319
7131,-578,5288
7132,-578,5288
7133,-578,5288
7134,-578,5319
7135,-578,5288
7136,-546,5319
7137,-578,5288
7138,-578,5319
7139,-578,5319
7140,-578,5319
7141,-546,5288
7142,-546,5256
7143,-578,5319
7144,-578,5319
7145,-578,5351
7146,-546,5351
7147,-578,5319
7148,-546,5351
7149,-578,5319
7150,-546,5319
7151,-578,5319
7152,-578,5319
7153,-578,5319
7154,-578,5319
7155,-578,5319
7156,-578,5319
7157,-578,5351
7158,-578,5351
7159,-578,5351
7160,-578,5319
7161,-546,5288
7162,-578,5319
7163,-578,5319
7164,-578,5319
7165,-578,5319
7166,-546,5288
7167,-578,5319
7168,-578,5319
7169,-578,5319
7170,-546,5319
7171,-546,5288
7172,-546,5319
7173,-578,5319
7174,-578,5319
7175,-578,5351
7176,-578,5351
7177,-578,5351
7178,-578,5351
7179,-578,5319
7180,-578,5319
7181,-546,5319
7182,-578,5351
7183,-546,5319
7184,-578,5351
7185,-578,5319
7186,-546,5351
7187,-578,5351
7188,-578,5319
7189,-578,5351
7190,-578,5288
7191,-578,5319
7192,-578,5288
7193,-546,5319
7194,-546,5319
7195,-578,5319
7196,-578,5319
7197,-578,5319
7198,-578,5319
7199,-578,5288
7200,-578,5319
7201,-578,5319
7202,-578,5319
7203,-546,5288
7204,-578,5319
7205,-578,5319
7206,-578,5319
7207,-578,5351
7208,-578,5351
7209,-546,5351
7210,-578,5351
7211,-578,5351
7212,-578,5351
7213,-578,5351
7214,-546,5319
7215,-578,5319
7216,-546,5319
7217,-578,5351
7218,-578,5351
7219,-578,5319
7220,-578,5319
7221,-578,5319
7222,-578,5319
7223,-578,5288
7224,-578,5319
7225,-546,5319
7226,-578,5319
7227,-546,5319
7228,-578,5319
7229,-578,5319
7230,-578,5351
7231,-578,5319
7232,-578,5288
7233,-578,5288
7234,-578,5319
7235,-578,5351
7236,-546,5319
7237,-578,5351
7238,-546,5319
7239,-578,5319
7240,-578,5319
7241,-578,5351
7242,-578,5351
7243,-578,5351
7244,-578,5351
7245,-546,5351
7246,-578,5351
7247,-546,5351
7248,-546,5351
7249,-578,5319
7250,-578,5288
7251,-578,5288
7252,-578,5319
7253,-578,5319
7254,-546,5319
7255,-578,5319
7256,-546,5319
7257,-578,5319
7258,-578,5288
7259,-578,5319
7260,-546,5288
7261,-546,5288
7262,-578,5319
7263,-546,5319
7264,-578,5351
7265,-578,5319
7266,-578,5319
7267,-546,5319
7268,-578,5351
7269,-578,5351
7270,-578,5351
7271,-546,5351
7272,-578,5351
7273,-546,5351
7274,-578,5351
7275,-578,5351
7276,-578,5351
7277,-578,5319
7278,-578,5351
7279,-578,5351
7280,-578,5319
7281,-578,5351
7282,-578,5288
7283,-578,5288
7284,-546,5319
7285,-578,5319
7286,-578,5319
7287,-546,5288
7288,-578,5319
7289,-578,5319
7290,-578,5351
7291,-546,5319
7292,-578,5351
7293,-546,5319
7294,-578,5319
7295,-546,5351
7296,-546,5319
7297,-578,5319
7298,-578,5319
7299,-578,5351
7300,-578,5319
7301,-578,5319
7302,-578,5351
7303,-578,5351
7304,-546,5319
7305,-578,5319
7306,-578,5319
7307,-546,5319
7308,-578,5351
7309,-546,5351
7310,-578,5319
7311,-578,5319
7312,-578,5319
7313,-578,5319
7314,-578,5288
7315,-546,5288
7316,-578,5288
7317,-546,5288
7318,-546,5319
7319,-578,5288
7320,-578,5288
7321,-578,5319
7322,-578,5319
7323,-578,5319
7324,-578,5319
7325,-578,5288
7326,-546,5319
7327,-578,5319
7328,-546,5319
7329,-578,5319
7330,-546,5319
7331,-578,5319
7332,-578,5319
7333,-578,5351
7334,-578,5351
7335,-578,5319
7336,-578,5351
7337,-578,5319
7338,-578,5288
7339,-578,5288
7340,-578,5256
7341,-546,5256
7342,-578,5256
7343,-546,5256
7344,-578,5288
7345,-546,5288
7346,-546,5099
7347,-546,5256
7348,-578,5193
7349,-578,5288
7350,-578,5288
7351,-578,5288
7352,-546,5288
7353,-578,5256
7354,-546,5288
7355,-578,5319
7356,-578,5319
7357,-578,5162
7358,-578,5162
7359,-578,5288
7360,-578,5351
7361,-578,5319
7362,-578,5319
7363,-578,5193
7364,-578,5288
7365,-578,5319
7366,-578,5319
7367,-546,5319
7368,-578,5288
7369,-546,5288
7370,-546,5162
7371,-578,5288
7372,-546,5288
7373,-578,5319
7374,-578,5288
7375,-578,5319
7376,-546,5130
7377,-578,5288
7378,-546,5288
7379,-578,5288
7380,-546,5256
7381,-578,5288
7382,-578,5162
7383,-578,5288
7384,-578,5288
7385,-578,5288
7386,-578,5319
7387,-578,5319
7388,-578,5256
7389,-546,5319
7390,-578,5319
7391,-578,5288
7392,-578,5319
7393,-546,5319
7394,-578,5319
7395,-546,5130
7396,-578,5288
7397,-578,5319
7398,-578,5319
7399,-578,5319
7400,-578,5288
7401,-546,5099
7402,-578,5193
7403,-578,5288
7404,-578,5288
7405,-546,5288
7406,-578,5288
7407,-578,5288
7408,-578,5288
7409,-578,5288
7410,-578,5319
7411,-578,5288
7412,-578,5288
7413,-578,5256
7414,-578,5288
7415,-578,5319
7416,-546,5319
7417,-546,5319
7418,-578,5288
7419,-546,5288
7420,-578,5288
7421,-546,5288
7422,-578,5319
7423,-578,5319
7424,-578,5319
7425,-578,5319
7426,-546,5319
7427,-578,5319
7428,-546,5288
7429,-546,5319
7430,-546,5288
7431,-578,5288
7432,-578,5288
7433,-578,5288
7434,-546,5288
7435,-578,5288
7436,-578,5288
7437,-578,5288
7438,-578,5319
7439,-546,5288
7440,-578,5319
7441,-578,5288
7442,-578,5319
7443,-546,5288
7444,-578,5288
7445,-578,5288
7446,-578,5319
7447,-546,5351
7448,-578,5319
7449,-578,5319
7450,-578,5288
7451,-578,5162
7452,-578,5319
7453,-578,5319
7454,-578,5351
7455,-578,5319
7456,-578,5319
7457,-578,5351
7458,-546,5319
7459,-546,5319
7460,-578,5288
7461,-578,5288
7462,-578,5319
7463,-578,5288
7464,-578,5288
7465,-578,5288
7466,-578,5319
7467,-578,5288
7468,-578,5319
7469,-578,5288
7470,-578,5288
7471,-546,5130
7472,-578,5288
7473,-546,5288
7474,-578,5288
7475,-578,5319
7476,-578,5319
7477,-578,5162
7478,-546,5319
7479,-578,5351
7480,-578,5319
7481,-578,5351
7482,-546,5288
7483,-546,5288
7484,-578,5288
7485,-546,5319
7486,-578,5319
7487,-578,5319
7488,-546,5351
7489,-578,5319
7490,-546,5288
7491,-578,5288
7492,-578,5288
7493,-578,5288
7494,-578,5288
7495,-578,5288
7496,-578,5130
7497,-546,5288
7498,-578,5288
7499,-578,5288
7500,-578,5288
7501,-578,5288
7502,-546,5004
7503,-578,5319
7504,-578,5256
7505,-578,5319
7506,-578,5319
7507,-578,5319
7508,-546,5319
7509,-578,5319
7510,-578,5288
7511,-578,5288
7512,-578,5319
7513,-578,5319
7514,-546,5288
7515,-578,5288
7516,-578,5288
7517,-578,5288
7518,-578,5319
7519,-578,5319
7520,-578,5288
7521,-578,5288
7522,-578,5288
7523,-578,5288
7524,-578,5288
7525,-578,5288
7526,-578,5319
7527,-546,5256
7528,-578,5225
7529,-578,5288
7530,-578,5288
7531,-578,5288
7532,-578,5288
7533,-578,5288
7534,-578,5288
7535,-578,5319
7536,-578,5288
7537,-578,5319
7538,-578,5319
7539,-578,5319
7540,-546,5288
7541,-578,5288
7542,-578,5288
7543,-578,5319
7544,-578,5319
7545,-578,5319
7546,-578,5319
7547,-578,5256
7548,-578,5319
7549,-578,5319
7550,-578,5288
7551,-578,5288
7552,-578,5319
7553,-578,5288
7554,-578,5319
7555,-546,5288
7556,-578,5288
7557,-578,5288
7558,-578,5288
7559,-546,5288
7560,-578,5288
7561,-578,5288
7562,-578,5288
7563,-578,5288
7564,-546,5288
7565,-578,5319
7566,-578,5319
7567,-578,5319
7568,-578,5319
7569,-578,5319
7570,-578,5288
7571,-578,5319
7572,-578,5288
7573,-578,5288
7574,-546,5288
7575,-578,5288
7576,-578,5319
7577,-546,5319
7578,-578,5319
7579,-546,5319
7580,-578,5288
7581,-578,5288
7582,-578,5288
7583,-578,5256
7584,-578,5288
7585,-578,5288
7586,-578,5288
7587,-578,5288
7588,-578,5288
7589,-578,5288
7590,-578,5288
7591,-578,5288
7592,-578,5288
7593,-578,5256
7594,-546,5288
7595,-578,5319
7596,-546,5288
7597,-578,5319
7598,-578,5319
7599,-546,5288
7600,-578,5319
7601,-578,5288
7602,-578,5319
7603,-578,5319
7604,-546,5319
7605,-578,5288
7606,-546,5319
7607,-546,5319
7608,-578,5319
7609,-578,5319
7610,-578,5256
7611,-578,5319
7612,-578,5288
7613,-578,5319
7614,-546,5288
7615,-578,5319
7616,-578,5288
7617,-578,5256
7618,-578,5288
7619,-578,5288
7620,-578,5288
7621,-578,5288
7622,-578,5288
7623,-578,5288
7624,-578,5288
7625,-578,5288
7626,-578,5319
7627,-546,5319
7628,-578,5288
7629,-578,5319
7630,-578,5319
7631,-578,5319
7632,-578,5288
7633,-578,5319
7634,-578,5319
7635,-578,5319
7636,-546,5319
7637,-578,5319
7638,-578,5319
7639,-578,5288
7640,-578,5288
7641,-578,5288
7642,-578,5288
7643,-546,5288
7644,-578,5256
7645,-578,5288
7646,-578,5288
7647,-546,5256
7648,-578,5256
7649,-578,5288
7650,-578,5256
7651,-578,5288
7652,-578,5288
7653,-578,5288
7654,-578,5288
7655,-578,5288
7656,-578,5288
7657,-578,5288
7658,-578,5288
