idx,samples1,samples2
3077,-578,5225
3078,-578,5288
3079,-578,5319
3080,-546,5256
3081,-578,5225
3082,-578,5288
3083,-578,5288
3084,-546,5319
3085,-546,5256
3086,-578,5256
3087,-578,5256
3088,-578,5288
3089,-546,5225
3090,-578,5351
3091,-578,5319
3092,-578,5256
3093,-578,5256
3094,-578,5288
3095,-578,5288
3096,-578,5382
3097,-578,5319
3098,-546,5288
3099,-578,5319
3100,-546,5288
3101,-578,5319
3102,-578,5288
3103,-546,5288
3104,-578,5288
3105,-578,5319
3106,-578,5288
3107,-546,5319
3108,-546,5288
3109,-578,5319
3110,-578,5288
3111,-546,5225
3112,-578,5319
3113,-578,5288
3114,-578,5288
3115,-546,5256
3116,-578,5288
3117,-578,5288
3118,-578,5288
3119,-546,5288
3120,-546,5225
3121,-546,5319
3122,-578,5288
3123,-578,5319
3124,-546,5288
3125,-578,5351
3126,-578,5319
3127,-578,5288
3128,-546,5288
3129,-546,5288
3130,-578,5256
3131,-578,5288
3132,-578,5351
3133,-546,5225
3134,-546,5256
3135,-578,5288
3136,-578,5319
3137,-546,5288
3138,-578,5351
3139,-578,5288
3140,-546,5256
3141,-578,5288
3142,-546,5288
3143,-578,5319
3144,-578,5288
3145,-578,5288
3146,-546,5193
3147,-546,5319
3148,-546,5288
3149,-578,5288
3150,-578,5288
3151,-546,5256
3152,-578,5256
3153,-578,5288
3154,-578,5288
3155,-578,5319
3156,-546,5288
3157,-578,5288
3158,-578,5319
3159,-578,5288
3160,-546,5319
3161,-546,5319
3162,-578,5288
3163,-578,5319
3164,-546,5288
3165,-578,5288
3166,-546,5288
3167,-578,5351
3168,-546,5193
3169,-546,5382
3170,-578,5288
3171,-578,5288
3172,-578,5256
3173,-546,5288
3174,-578,5225
3175,-578,5288
3176,-578,5319
3177,-546,5225
3178,-578,5319
3179,-578,5288
3180,-578,5319
3181,-546,5256
3182,-546,5351
3183,-578,5288
3184,-578,5319
3185,-578,5288
3186,-546,5288
3187,-546,5256
3188,-578,5288
3189,-578,5319
3190,-546,5319
3191,-578,5225
3192,-578,5288
3193,-578,5319
3194,-578,5225
3195,-578,5351
3196,-578,5288
3197,-578,5288
3198,-578,5319
3199,-578,5351
3200,-546,5256
3201,-578,5288
3202,-578,5319
3203,-546,5256
3204,-578,5319
3205,-578,5288
3206,-578,5256
3207,-578,5225
3208,-578,5319
3209,-578,5256
3210,-578,5351
3211,-578,5288
3212,-546,5288
3213,-578,5288
3214,-578,5225
3215,-578,5319
3216,-546,5225
3217,-578,5351
3218,-578,5319
3219,-578,5319
3220,-578,5288
3221,-578,5288
3222,-578,5225
3223,-578,5319
3224,-546,5288
3225,-546,5225
3226,-578,5319
3227,-578,5351
3228,-546,5288
3229,-546,5319
3230,-546,5256
3231,-578,5288
3232,-578,5288
3233,-546,5256
3234,-578,5256
3235,-578,5288
3236,-578,5319
3237,-546,5288
3238,-546,5288
3239,-546,5351
3240,-578,5288
3241,-578,5256
3242,-546,5256
3243,-578,5288
3244,-578,5288
3245,-578,5319
3246,-546,5319
3247,-578,5193
3248,-578,5382
3249,-546,5288
3250,-546,5319
3251,-578,5225
3252,-578,5414
3253,-578,5288
3254,-546,5288
3255,-546,5288
3256,-578,5288
3257,-578,5319
3258,-578,5319
3259,-578,5319
3260,-578,5162
3261,-578,5351
3262,-546,5256
3263,-546,5256
3264,-578,5256
3265,-578,5351
3266,-578,5288
3267,-546,5288
3268,-546,5288
3269,-578,5288
3270,-578,5319
3271,-546,5288
3272,-578,5288
3273,-578,5193
3274,-578,5319
3275,-546,5319
3276,-546,5256
3277,-578,5319
3278,-578,5351
3279,-578,5319
3280,-578,5319
3281,-578,5256
3282,-578,5288
3283,-578,5288
3284,-578,5288
3285,-578,5256
3286,-578,5288
3287,-546,5351
3288,-546,5256
3289,-578,5319
3290,-578,5288
3291,-578,5319
3292,-546,5256
3293,-578,5288
3294,-546,5256
3295,-578,5288
3296,-578,5288
3297,-578,5256
3298,-578,5288
3299,-578,5256
3300,-546,5288
3301,-578,5288
3302,-578,5288
3303,-578,5256
3304,-578,5351
3305,-578,5288
3306,-578,5288
3307,-578,5319
3308,-578,5382
3309,-578,5288
3310,-546,5319
3311,-578,5319
3312,-578,5288
3313,-546,5382
3314,-578,5288
3315,-578,5288
3316,-578,5288
3317,-578,5319
3318,-578,5288
3319,-578,5288
3320,-546,5319
3321,-578,5288
3322,-546,5288
3323,-546,5288
3324,-546,5225
3325,-578,5288
3326,-578,5288
3327,-578,5288
3328,-578,5288
3329,-578,5288
3330,-578,5319
3331,-546,5288
3332,-578,5256
3333,-546,5193
3334,-578,5225
3335,-546,5256
3336,-578,5319
3337,-578,5351
3338,-578,5319
3339,-578,5382
3340,-578,5288
3341,-546,5256
3342,-578,5319
3343,-578,5288
3344,-546,5256
3345,-546,5319
3346,-578,5288
3347,-578,5288
3348,-546,5288
3349,-578,5288
3350,-546,5256
3351,-578,5288
3352,-578,5351
3353,-546,5319
3354,-578,5256
3355,-546,5288
3356,-546,5256
3357,-546,5288
3358,-546,5288
3359,-578,5256
3360,-578,5256
3361,-546,5256
3362,-546,5256
3363,-546,5288
3364,-546,5256
3365,-578,5319
3366,-546,5288
3367,-578,5288
3368,-578,5288
3369,-578,5288
3370,-578,5319
3371,-578,5288
3372,-578,5319
3373,-578,5256
3374,-578,5382
3375,-578,5288
3376,-578,5288
3377,-578,5319
3378,-578,5319
3379,-578,5351
3380,-578,5288
3381,-578,5288
3382,-578,5225
3383,-578,5351
3384,-578,5256
3385,-578,5288
3386,-578,5288
3387,-578,5319
3388,-578,5288
3389,-546,5256
3390,-546,5319
3391,-578,5225
3392,-578,5288
3393,-578,5288
3394,-578,5256
3395,-578,5319
3396,-578,5382
3397,-546,5319
3398,-578,5351
3399,-578,5319
3400,-578,5319
3401,-578,5288
3402,-578,5319
3403,-546,5288
3404,-546,5319
3405,-578,5382
3406,-578,5319
3407,-578,5288
3408,-578,5319
3409,-578,5256
3410,-578,5256
3411,-546,5288
3412,-578,5256
3413,-578,5256
3414,-578,5319
3415,-578,5288
3416,-578,5256
3417,-578,5256
3418,-578,5382
3419,-578,5288
3420,-546,5288
3421,-546,5319
3422,-578,5288
3423,-578,5319
3424,-546,5288
3425,-546,5319
3426,-578,5256
3427,-546,5351
3428,-578,5288
3429,-546,5288
3430,-578,5288
3431,-578,5382
3432,-546,5319
3433,-578,5319
3434,-546,5256
3435,-578,5288
3436,-546,5319
3437,-546,5256
3438,-546,5256
3439,-578,5256
3440,-546,5319
3441,-578,5288
3442,-546,5256
3443,-546,5256
3444,-578,5319
3445,-546,5256
3446,-546,5288
3447,-546,5288
3448,-578,5256
3449,-578,5288
3450,-546,5256
3451,-578,5256
3452,-578,5225
3453,-546,5288
3454,-578,5288
3455,-546,5288
3456,-578,5288
3457,-578,5319
3458,-546,5288
3459,-546,5288
3460,-546,5288
3461,-578,5256
3462,-578,5319
3463,-546,5288
3464,-578,5288
3465,-578,5225
3466,-546,5319
3467,-578,5319
3468,-546,5288
3469,-578,5288
3470,-578,5319
3471,-546,5319
3472,-578,5288
3473,-546,5288
3474,-578,5319
3475,-578,5288
3476,-578,5319
3477,-578,5288
3478,-578,5256
3479,-546,5319
3480,-578,5319
3481,-578,5288
3482,-578,5319
3483,-578,5319
3484,-546,5288
3485,-578,5288
3486,-578,5319
3487,-578,5319
3488,-578,5319
3489,-578,5319
3490,-578,5319
3491,-578,5288
3492,-546,5382
3493,-578,5288
3494,-578,5319
3495,-578,5319
3496,-578,5351
3497,-546,5319
3498,-578,5319
3499,-578,5351
3500,-578,5319
3501,-578,5351
3502,-578,5319
3503,-578,5288
3504,-578,5256
3505,-578,5319
3506,-546,5256
3507,-578,5319
3508,-578,5288
3509,-546,5319
3510,-578,5319
3511,-578,5319
3512,-578,5319
3513,-546,5256
3514,-578,5351
3515,-609,5351
3516,-578,5351
3517,-546,5256
3518,-578,5319
3519,-546,5351
3520,-578,5351
3521,-578,5351
3522,-578,5319
3523,-578,5351
3524,-578,5319
3525,-578,5319
3526,-546,5319
3527,-578,5382
3528,-578,5351
3529,-546,5319
3530,-578,5319
3531,-578,5288
3532,-546,5319
3533,-578,5319
3534,-546,5319
3535,-578,5288
3536,-578,5319
3537,-546,5319
3538,-546,5319
3539,-578,5319
3540,-578,5288
3541,-546,5319
3542,-546,5319
3543,-578,5319
3544,-578,5319
3545,-546,5319
3546,-578,5319
3547,-578,5319
3548,-578,5351
3549,-578,5319
3550,-578,5319
3551,-578,5319
3552,-578,5351
3553,-546,5351
3554,-578,5319
3555,-546,5319
3556,-578,5319
3557,-578,5351
3558,-578,5288
3559,-578,5351
3560,-578,5319
3561,-578,5351
3562,-609,5319
3563,-578,5288
3564,-578,5319
3565,-578,5319
3566,-578,5319
3567,-578,5288
3568,-546,5319
3569,-578,5319
3570,-578,5319
3571,-546,5319
3572,-546,5319
3573,-578,5319
3574,-578,5319
3575,-578,5319
3576,-578,5351
3577,-578,5319
3578,-578,5319
3579,-578,5319
3580,-578,5319
3581,-578,5319
3582,-578,5319
3583,-578,5288
3584,-578,5351
3585,-578,5351
3586,-578,5351
3587,-578,5351
3588,-578,5351
3589,-578,5351
3590,-578,5288
3591,-578,5319
3592,-546,5319
3593,-546,5351
3594,-578,5288
3595,-546,5319
3596,-578,5319
3597,-578,5319
3598,-578,5288
3599,-546,5319
3600,-578,5319
3601,-578,5319
3602,-578,5319
3603,-546,5319
3604,-578,5319
3605,-578,5319
3606,-546,5351
3607,-578,5351
3608,-578,5351
3609,-578,5319
3610,-578,5351
3611,-546,5351
3612,-546,5351
3613,-578,5319
3614,-578,5319
3615,-578,5351
3616,-546,5319
3617,-578,5319
3618,-578,5351
3619,-546,5351
3620,-578,5351
3621,-578,5319
3622,-578,5319
3623,-578,5319
3624,-546,5288
3625,-578,5288
3626,-578,5319
3627,-578,5288
3628,-546,5319
3629,-546,5319
3630,-546,5319
3631,-578,5319
3632,-546,5288
3633,-578,5319
3634,-578,5319
3635,-546,5319
3636,-546,5351
3637,-578,5319
3638,-578,5351
3639,-578,5319
3640,-546,5319
3641,-578,5319
3642,-578,5319
3643,-546,5319
3644,-578,5351
3645,-578,5351
3646,-578,5319
3647,-578,5351
3648,-578,5288
3649,-578,5319
3650,-578,5288
3651,-578,5288
3652,-578,5319
3653,-578,5288
3654,-578,5288
3655,-578,5319
3656,-578,5319
3657,-578,5319
3658,-578,5319
3659,-578,5319
3660,-578,5319
3661,-546,5319
3662,-578,5288
3663,-578,5319
3664,-546,5288
3665,-578,5319
3666,-546,5351
3667,-578,5351
3668,-578,5351
3669,-578,5319
3670,-578,5288
3671,-578,5319
3672,-578,5319
3673,-578,5351
3674,-578,5319
3675,-578,5288
3676,-578,5351
3677,-546,5319
3678,-578,5351
3679,-578,5351
3680,-578,5319
3681,-578,5319
3682,-578,5288
3683,-578,5288
3684,-578,5319
3685,-578,5319
3686,-578,5319
3687,-578,5319
3688,-578,5319
3689,-578,5288
3690,-546,5288
3691,-578,5319
3692,-546,5319
3693,-578,5319
3694,-578,5319
3695,-546,5319
3696,-578,5319
3697,-578,5351
3698,-546,5319
3699,-578,5351
3700,-546,5319
3701,-578,5351
3702,-578,5351
3703,-546,5319
3704,-578,5319
3705,-578,5351
3706,-578,5319
3707,-578,5319
3708,-578,5319
3709,-578,5288
3710,-578,5319
3711,-578,5288
3712,-578,5319
3713,-578,5319
3714,-546,5319
3715,-578,5351
3716,-546,5288
3717,-578,5319
3718,-578,5319
3719,-546,5288
3720,-578,5319
3721,-578,5288
3722,-578,5319
3723,-578,5319
3724,-578,5288
3725,-578,5319
3726,-578,5351
3727,-578,5319
3728,-578,5319
3729,-546,5319
3730,-578,5319
3731,-578,5351
3732,-578,5319
3733,-578,5319
3734,-578,5319
3735,-578,5319
3736,-578,5319
3737,-578,5319
3738,-578,5319
3739,-578,5319
3740,-578,5288
3741,-578,5319
3742,-546,5319
3743,-546,5288
3744,-578,5319
3745,-546,5288
3746,-578,5319
3747,-578,5319
3748,-578,5288
3749,-578,5319
3750,-578,5288
3751,-546,5288
3752,-578,5319
3753,-578,5319
3754,-578,5319
3755,-578,5319
3756,-546,5319
3757,-546,5351
3758,-578,5319
3759,-578,5319
3760,-578,5351
3761,-578,5351
3762,-578,5351
3763,-546,5351
3764,-578,5319
3765,-578,5319
3766,-578,5319
3767,-578,5319
3768,-578,5319
3769,-578,5351
3770,-578,5319
3771,-578,5319
3772,-578,5319
3773,-546,5288
3774,-546,5319
3775,-578,5319
3776,-578,5319
3777,-546,5319
3778,-546,5288
3779,-578,5319
3780,-578,5319
3781,-546,5319
3782,-578,5319
3783,-578,5288
3784,-546,5319
3785,-578,5351
3786,-546,5319
3787,-578,5319
3788,-578,5351
3789,-578,5319
3790,-578,5319
3791,-578,5319
3792,-578,5319
3793,-578,5351
3794,-578,5319
3795,-578,5319
3796,-578,5351
3797,-546,5319
3798,-578,5351
3799,-578,5319
3800,-578,5319
3801,-578,5319
3802,-546,5319
3803,-578,5319
3804,-578,5288
3805,-578,5288
3806,-578,5288
3807,-578,5288
3808,-546,5319
3809,-578,5319
3810,-578,5319
3811,-578,5319
3812,-578,5319
3813,-578,5288
3814,-578,5319
3815,-546,5319
3816,-578,5319
3817,-546,5319
3818,-578,5319
3819,-578,5351
3820,-546,5351
3821,-578,5319
3822,-578,5288
3823,-546,5319
3824,-578,5351
3825,-546,5319
3826,-578,5351
3827,-578,5319
3828,-578,5351
3829,-578,5351
3830,-546,5319
3831,-578,5319
3832,-578,5319
3833,-578,5319
3834,-578,5288
3835,-578,5288
3836,-578,5319
3837,-578,5319
3838,-578,5319
3839,-578,5288
3840,-578,5319
3841,-578,5319
3842,-578,5319
3843,-546,5288
3844,-578,5288
3845,-578,5319
3846,-578,5319
3847,-578,5351
3848,-578,5319
3849,-578,5319
3850,-578,5351
3851,-546,5319
3852,-578,5319
3853,-578,5319
3854,-578,5319
3855,-578,5319
3856,-546,5319
3857,-578,5319
3858,-578,5319
3859,-546,5351
3860,-578,5319
3861,-578,5288
3862,-546,5319
3863,-578,5319
3864,-578,5319
3865,-578,5319
3866,-546,5288
3867,-578,5288
3868,-578,5319
3869,-546,5319
3870,-578,5319
3871,-578,5319
3872,-578,5288
3873,-578,5319
3874,-578,5319
3875,-578,5319
3876,-578,5351
3877,-578,5319
3878,-578,5351
3879,-578,5319
3880,-546,5319
3881,-578,5351
3882,-578,5319
3883,-578,5351
3884,-546,5319
3885,-578,5319
3886,-578,5351
3887,-578,5351
3888,-578,5351
3889,-578,5351
3890,-578,5319
3891,-578,5288
3892,-578,5319
3893,-578,5288
3894,-578,5288
3895,-578,5319
3896,-578,5319
3897,-546,5319
3898,-578,5319
3899,-578,5319
3900,-578,5288
3901,-578,5319
3902,-546,5256
3903,-578,5288
3904,-578,5288
3905,-578,5351
3906,-578,5351
3907,-546,5319
3908,-578,5319
3909,-578,5319
3910,-578,5319
3911,-578,5351
3912,-546,5319
3913,-578,5288
3914,-578,5319
3915,-578,5288
3916,-578,5351
3917,-578,5288
3918,-578,5288
3919,-578,5319
3920,-578,5256
3921,-578,5256
3922,-546,5288
3923,-546,5256
3924,-578,5256
3925,-578,5288
3926,-578,5288
3927,-578,5288
3928,-578,5288
3929,-578,5288
3930,-578,5288
3931,-578,5288
3932,-578,5256
3933,-578,5256
3934,-578,5256
3935,-578,5351
3936,-578,5319
3937,-546,5319
3938,-578,5319
3939,-578,5351
3940,-578,5319
3941,-578,5319
3942,-546,5319
3943,-578,5319
3944,-578,5351
3945,-546,5319
3946,-578,5319
3947,-578,5319
3948,-578,5351
3949,-578,5351
3950,-578,5288
3951,-578,5319
3952,-578,5288
3953,-546,5319
3954,-546,5319
3955,-578,5319
3956,-578,5319
3957,-578,5319
3958,-578,5319
3959,-578,5288
3960,-578,5288
3961,-578,5319
3962,-546,5319
3963,-546,5319
3964,-546,5288
3965,-578,5319
3966,-578,5319
3967,-578,5319
3968,-578,5351
3969,-546,5319
3970,-578,5319
3971,-578,5319
3972,-578,5319
3973,-578,5319
3974,-578,5351
3975,-578,5319
3976,-578,5351
3977,-578,5351
3978,-578,5319
3979,-578,5351
3980,-578,5319
3981,-578,5319
3982,-578,5319
3983,-578,5288
3984,-546,5288
3985,-546,5319
3986,-546,5288
3987,-578,5319
3988,-578,5319
3989,-578,5288
3990,-578,5319
3991,-578,5288
3992,-578,5288
3993,-578,5319
3994,-578,5288
3995,-578,5319
3996,-578,5319
3997,-546,5319
3998,-578,5351
3999,-578,5319
4000,-578,5319
4001,-546,5319
4002,-546,5319
4003,-578,5319
4004,-578,5319
4005,-578,5351
4006,-546,5351
4007,-578,5351
4008,-578,5351
4009,-578,5319
4010,-578,5288
4011,-578,5319
4012,-578,5319
4013,-578,5288
4014,-578,5288
4015,-578,5319
4016,-546,5288
4017,-578,5319
4018,-578,5288
4019,-578,5288
4020,-578,5319
4021,-578,5288
4022,-578,5319
4023,-546,5319
4024,-578,5319
4025,-578,5319
4026,-578,5319
4027,-578,5351
4028,-578,5351
4029,-578,5351
4030,-578,5319
4031,-578,5319
4032,-578,5351
4033,-578,5319
4034,-578,5351
4035,-546,5319
4036,-578,5351
4037,-578,5319
4038,-578,5319
4039,-578,5351
4040,-578,5319
4041,-578,5319
4042,-546,5319
4043,-578,5288
4044,-578,5319
4045,-578,5319
4046,-578,5288
4047,-546,5288
4048,-578,5288
4049,-578,5351
4050,-578,5319
4051,-578,5319
4052,-546,5288
4053,-578,5288
4054,-578,5319
4055,-578,5351
4056,-578,5382
4057,-578,5351
4058,-546,5351
4059,-578,5351
4060,-578,5319
4061,-578,5351
4062,-578,5319
4063,-578,5351
4064,-546,5319
4065,-578,5319
4066,-578,5351
4067,-578,5319
4068,-578,5351
4069,-546,5351
4070,-578,5319
4071,-546,5288
4072,-578,5319
4073,-578,5319
4074,-546,5288
4075,-546,5288
4076,-578,5319
4077,-546,5288
4078,-578,5288
4079,-578,5319
4080,-578,5319
4081,-546,5319
4082,-578,5288
4083,-578,5319
4084,-578,5319
4085,-578,5351
4086,-578,5319
4087,-546,5351
4088,-578,5319
4089,-578,5319
4090,-578,5351
4091,-578,5319
4092,-578,5351
4093,-546,5319
4094,-578,5319
4095,-546,5351
4096,-578,5319
4097,-578,5351
4098,-578,5319
4099,-578,5351
4100,-578,5319
4101,-578,5288
4102,-578,5319
4103,-578,5319
4104,-578,5319
4105,-578,5288
4106,-578,5319
4107,-578,5288
4108,-546,5288
4109,-609,5319
4110,-578,5319
4111,-578,5319
4112,-546,5319
4113,-578,5319
4114,-578,5319
4115,-578,5351
4116,-578,5351
4117,-546,5319
4118,-578,5319
4119,-578,5319
4120,-578,5319
4121,-578,5319
4122,-546,5319
4123,-578,5351
4124,-578,5319
4125,-578,5319
4126,-578,5319
4127,-578,5319
4128,-578,5319
4129,-578,5288
4130,-578,5288
4131,-578,5288
4132,-578,5288
4133,-578,5319
4134,-578,5288
4135,-578,5319
4136,-578,5319
4137,-578,5319
4138,-578,5319
4139,-578,5288
4140,-578,5319
4141,-546,5288
4142,-578,5319
4143,-578,5319
4144,-578,5288
4145,-578,5319
4146,-578,5319
4147,-578,5351
4148,-578,5288
4149,-578,5319
4150,-578,5319
4151,-578,5319
4152,-578,5351
4153,-546,5351
4154,-578,5351
4155,-578,5319
4156,-578,5319
4157,-578,5319
4158,-578,5351
4159,-578,5351
4160,-578,5319
4161,-578,5319
4162,-546,5319
4163,-578,5319
4164,-578,5319
4165,-578,5319
4166,-578,5319
4167,-578,5288
4168,-578,5319
4169,-578,5319
4170,-578,5319
4171,-578,5319
4172,-546,5288
4173,-578,5319
4174,-578,5319
4175,-578,5351
4176,-578,5351
4177,-546,5351
4178,-578,5351
4179,-546,5351
4180,-578,5319
4181,-578,5319
4182,-578,5351
4183,-578,5351
4184,-546,5319
4185,-578,5351
4186,-578,5319
4187,-578,5351
4188,-578,5319
4189,-578,5319
4190,-578,5288
4191,-578,5288
4192,-578,5288
4193,-578,5319
4194,-546,5319
4195,-578,5319
4196,-546,5288
4197,-578,5319
4198,-578,5319
4199,-578,5319
4200,-578,5319
4201,-578,5319
4202,-578,5319
4203,-578,5319
4204,-578,5319
4205,-578,5351
4206,-578,5351
4207,-578,5351
4208,-578,5351
4209,-578,5319
4210,-578,5319
4211,-546,5319
4212,-578,5351
4213,-578,5351
4214,-546,5351
4215,-578,5351
4216,-546,5351
4217,-578,5319
4218,-578,5351
4219,-578,5351
4220,-578,5319
4221,-546,5319
4222,-578,5319
4223,-578,5319
4224,-578,5351
4225,-578,5319
4226,-546,5288
4227,-578,5288
4228,-546,5319
4229,-578,5319
4230,-578,5351
4231,-546,5288
4232,-546,5319
4233,-578,5351
4234,-546,5319
4235,-578,5319
4236,-578,5319
4237,-578,5319
4238,-578,5351
4239,-578,5319
4240,-578,5319
4241,-578,5319
4242,-578,5319
4243,-578,5351
4244,-546,5351
4245,-578,5351
4246,-578,5351
4247,-578,5319
4248,-578,5351
4249,-578,5319
4250,-578,5319
4251,-546,5319
4252,-578,5319
4253,-578,5319
4254,-578,5288
4255,-578,5319
4256,-578,5319
4257,-546,5319
4258,-578,5319
4259,-578,5319
4260,-578,5319
4261,-578,5319
4262,-578,5319
4263,-578,5319
4264,-578,5319
4265,-578,5319
4266,-578,5351
4267,-578,5351
4268,-546,5351
4269,-578,5319
4270,-578,5319
4271,-578,5319
4272,-578,5351
4273,-546,5319
4274,-578,5319
4275,-578,5351
4276,-578,5319
4277,-578,5351
4278,-578,5319
4279,-578,5319
4280,-578,5288
4281,-546,5288
4282,-578,5319
4283,-578,5288
4284,-578,5319
4285,-578,5319
4286,-578,5351
4287,-578,5319
4288,-578,5319
4289,-578,5319
4290,-578,5288
4291,-578,5319
4292,-578,5288
4293,-546,5319
4294,-546,5319
4295,-578,5319
4296,-578,5319
4297,-578,5351
4298,-578,5319
4299,-578,5319
4300,-578,5351
4301,-546,5256
4302,-578,5319
4303,-578,5351
4304,-546,5319
4305,-578,5319
4306,-578,5351
4307,-578,5319
4308,-578,5319
4309,-578,5351
4310,-578,5319
4311,-578,5319
4312,-578,5319
4313,-578,5288
4314,-578,5319
4315,-578,5288
4316,-578,5319
4317,-578,5288
4318,-546,5288
4319,-578,5288
4320,-578,5319
4321,-546,5319
4322,-578,5319
4323,-578,5319
4324,-578,5288
4325,-578,5319
4326,-578,5351
4327,-578,5351
4328,-578,5351
4329,-578,5319
4330,-578,5319
4331,-578,5351
4332,-578,5351
4333,-578,5351
4334,-578,5319
4335,-546,5319
4336,-578,5319
4337,-578,5351
4338,-578,5319
4339,-546,5319
4340,-578,5319
4341,-546,5288
4342,-578,5288
4343,-546,5288
4344,-546,5319
4345,-546,5319
4346,-578,5319
4347,-546,5319
4348,-578,5319
4349,-578,5288
4350,-578,5319
4351,-578,5319
4352,-546,5319
4353,-578,5319
4354,-578,5319
4355,-578,5351
4356,-578,5319
4357,-578,5351
4358,-578,5351
4359,-578,5319
4360,-578,5351
4361,-578,5319
4362,-578,5319
4363,-546,5351
4364,-578,5319
4365,-578,5351
4366,-578,5319
4367,-546,5319
4368,-578,5351
4369,-578,5351
4370,-578,5319
4371,-578,5319
4372,-546,5288
4373,-578,5288
4374,-578,5319
4375,-578,5319
4376,-578,5351
4377,-578,5319
4378,-578,5288
4379,-578,5319
4380,-546,5288
4381,-546,5319
4382,-578,5319
4383,-546,5319
4384,-578,5319
4385,-578,5319
4386,-578,5319
4387,-578,5351
4388,-578,5288
4389,-578,5319
4390,-578,5319
4391,-578,5319
4392,-546,5319
4393,-578,5351
4394,-578,5319
4395,-578,5319
4396,-578,5351
4397,-578,5319
4398,-578,5351
4399,-546,5319
4400,-578,5319
4401,-578,5319
4402,-578,5319
4403,-578,5319
4404,-578,5319
4405,-578,5319
4406,-546,5319
4407,-578,5288
4408,-578,5288
4409,-578,5319
4410,-546,5288
4411,-578,5288
4412,-578,5319
4413,-578,5288
4414,-578,5319
4415,-578,5288
4416,-578,5351
4417,-578,5351
4418,-546,5319
4419,-578,5351
4420,-578,5319
4421,-578,5351
4422,-578,5351
4423,-546,5351
4424,-578,5319
4425,-578,5319
4426,-578,5319
4427,-578,5319
4428,-578,5351
4429,-546,5351
4430,-578,5319
4431,-578,5319
4432,-578,5319
4433,-578,5319
4434,-578,5288
4435,-578,5319
4436,-578,5288
4437,-546,5319
4438,-578,5319
4439,-578,5319
4440,-578,5319
4441,-578,5351
4442,-578,5288
4443,-578,5288
4444,-578,5319
4445,-546,5319
4446,-578,5319
4447,-546,5319
4448,-578,5319
4449,-578,5351
4450,-578,5351
4451,-578,5351
4452,-578,5351
4453,-546,5319
4454,-546,5319
4455,-578,5351
4456,-578,5319
4457,-578,5351
4458,-546,5319
4459,-578,5319
4460,-578,5319
4461,-546,5288
4462,-578,5319
4463,-578,5319
4464,-546,5319
4465,-578,5319
4466,-578,5319
4467,-578,5319
4468,-578,5319
4469,-546,5288
4470,-578,5288
4471,-578,5319
4472,-578,5288
4473,-578,5288
4474,-578,5319
4475,-546,5319
4476,-578,5319
4477,-546,5351
4478,-578,5351
4479,-578,5319
4480,-578,5319
4481,-578,5319
4482,-578,5351
4483,-546,5351
4484,-578,5319
4485,-578,5319
4486,-546,5351
4487,-546,5351
4488,-578,5319
4489,-578,5351
4490,-578,5319
4491,-578,5288
4492,-578,5288
4493,-578,5288
4494,-546,5288
4495,-578,5288
4496,-578,5256
4497,-546,5288
4498,-578,5288
4499,-578,5319
4500,-546,5288
4501,-578,5319
4502,-578,5319
4503,-578,5319
4504,-546,5288
4505,-578,5319
4506,-578,5319
4507,-578,5351
4508,-578,5319
4509,-578,5319
4510,-578,5351
4511,-546,5319
4512,-578,5288
4513,-578,5351
4514,-578,5319
4515,-578,5351
4516,-578,5351
4517,-578,5351
4518,-578,5319
4519,-578,5319
4520,-578,5319
4521,-578,5288
4522,-578,5319
4523,-578,5288
4524,-578,5319
4525,-546,5319
4526,-578,5288
4527,-578,5319
4528,-578,5319
4529,-578,5319
4530,-578,5351
4531,-546,5319
4532,-578,5288
4533,-578,5351
4534,-578,5256
4535,-578,5319
4536,-578,5319
4537,-546,5351
4538,-578,5351
4539,-578,5319
4540,-578,5319
4541,-578,5319
4542,-578,5319
4543,-578,5351
4544,-578,5351
4545,-578,5351
4546,-578,5351
4547,-578,5351
4548,-578,5319
4549,-578,5319
4550,-578,5288
4551,-546,5319
4552,-578,5319
4553,-546,5288
4554,-578,5319
4555,-578,5319
4556,-546,5319
4557,-578,5288
4558,-578,5319
4559,-578,5319
4560,-578,5319
4561,-578,5319
4562,-578,5288
4563,-578,5288
4564,-578,5319
4565,-578,5319
4566,-578,5351
4567,-546,5351
4568,-578,5319
4569,-578,5351
4570,-546,5319
4571,-578,5319
4572,-578,5351
4573,-578,5351
4574,-578,5351
4575,-578,5351
4576,-578,5351
4577,-578,5319
4578,-546,5319
4579,-578,5319
4580,-578,5319
4581,-546,5319
4582,-578,5319
4583,-578,5319
4584,-546,5319
4585,-578,5319
4586,-578,5319
4587,-546,5319
4588,-578,5319
4589,-578,5319
4590,-578,5319
4591,-578,5319
4592,-546,5288
4593,-578,5288
4594,-578,5288
4595,-546,5351
4596,-578,5319
4597,-578,5351
4598,-578,5351
4599,-578,5319
4600,-546,5351
4601,-578,5319
4602,-578,5351
4603,-546,5319
4604,-578,5319
4605,-578,5351
4606,-578,5319
4607,-546,5319
4608,-578,5319
4609,-578,5319
4610,-578,5288
4611,-578,5319
4612,-578,5319
4613,-578,5351
4614,-546,5319
4615,-578,5288
4616,-578,5319
4617,-578,5351
4618,-578,5319
4619,-546,5319
4620,-578,5256
4621,-578,5319
4622,-578,5288
4623,-546,5319
4624,-578,5319
4625,-546,5319
4626,-578,5319
4627,-578,5319
4628,-546,5351
4629,-578,5351
4630,-546,5319
